model_name,split,silhouette,accuracy,top2_accuracy,macro_f1,balanced_accuracy,n_rows
KMeansLocalRF_K4,test,0.2477129936418911,0.19047619047619047,0.5238095238095238,0.16233766233766234,0.1630952380952381,21
KMeansLocalRF_K4,val,0.2477129936418911,0.38095238095238093,0.7142857142857143,0.35416666666666663,0.39166666666666666,21
