pipeline_id,source_group,sweep_id,msg_len_bytes,network_delay_ms,packet_loss_pct,cpu_stress_level,N_RAW,P_NOISE,QBER_MAX,SAMPLE_FRAC,LINDBLAD_STEPS,LINDBLAD_TAU,LINDBLAD_GAMMA,success_rate,effective_total_ms_p50,effective_total_ms_p95,wall_clock_total_ms_p50,wall_clock_total_ms_p95,throughput_bytes_per_sec_p50,throughput_bits_per_sec_p50,qber_p50,entropy_score,randomness_score,avalanche_score,leakage_score,attack_score,robustness_score,security_score,latency_ms,throughput_bps,condition_group_id,latency_score_norm,throughput_score_norm,security_score_norm,robustness_score_norm,decision_profile,feasible,oracle_utility
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2036.229697,2406.937708,1616.229697,1986.937708,502.8902198551915,4023.121758841532,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2036.229697,4023.121758841532,1483df6d73980ab4,1.0,1.0,0.6619992061004064,1.0,BALANCED,True,0.8816997221351421
P4_HYBRID_QKD_LINDBLAD,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2085.878151,2448.5133168,1665.878151,2028.5133168,490.92033468449705,3927.362677475976,0.0,0.8808829749407642,0.75,0.977611400462963,0.0394845917860586,0.8,0.9551282051282052,0.6950157824182576,2085.878151,3927.362677475976,1483df6d73980ab4,0.8735194255348047,0.8527277560904594,0.6950157824182576,1.0,BALANCED,True,0.8332205149204004
P1_PQC_MLDSA,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2424.761998,2523.1653268,2004.761998,2103.1653268,422.3094888672039,3378.475910937631,,0.8814290604625935,0.75,0.9908854166666669,0.030233191803516,0.8,0.9907407407407408,0.6970737530133887,2424.761998,3378.475910937631,1483df6d73980ab4,0.010205058373735976,0.00856984847888564,0.6970737530133887,1.0,BALANCED,True,0.4483228083386397
P3_HYBRID_QKD,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2428.767873,2438.7163821,2008.767873,2018.7163821,421.6129550228121,3372.903640182497,0.0,0.8830583547843085,0.75,0.994429976851852,0.0453141051932273,0.8,0.9716312056737588,0.7000734665461884,2428.767873,3372.903640182497,1483df6d73980ab4,0.0,0.0,0.7000734665461884,1.0,BALANCED,True,0.4450257132911659
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2036.229697,2406.937708,1616.229697,1986.937708,502.8902198551915,4023.121758841532,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2036.229697,4023.121758841532,1483df6d73980ab4,1.0,1.0,0.6619992061004064,1.0,SECURE,True,0.7971995236602438
P4_HYBRID_QKD_LINDBLAD,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2085.878151,2448.5133168,1665.878151,2028.5133168,490.92033468449705,3927.362677475976,0.0,0.8808829749407642,0.75,0.977611400462963,0.0394845917860586,0.8,0.9551282051282052,0.6950157824182576,2085.878151,3927.362677475976,1483df6d73980ab4,0.8735194255348047,0.8527277560904594,0.6950157824182576,1.0,SECURE,True,0.7969977998089579
P3_HYBRID_QKD,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2428.767873,2438.7163821,2008.767873,2018.7163821,421.6129550228121,3372.903640182497,0.0,0.8830583547843085,0.75,0.994429976851852,0.0453141051932273,0.8,0.9716312056737588,0.7000734665461884,2428.767873,3372.903640182497,1483df6d73980ab4,0.0,0.0,0.7000734665461884,1.0,SECURE,True,0.670044079927713
P1_PQC_MLDSA,main_pipeline,focused,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2424.761998,2523.1653268,2004.761998,2103.1653268,422.3094888672039,3378.475910937631,,0.8814290604625935,0.75,0.9908854166666669,0.030233191803516,0.8,0.9907407407407408,0.6970737530133887,2424.761998,3378.475910937631,1483df6d73980ab4,0.010205058373735976,0.00856984847888564,0.6970737530133887,1.0,SECURE,True,0.6696932500693511
P1_PQC_MLDSA,main_pipeline,focused,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1936.153766,1973.7778151,1516.153766,1553.7778151,528.8836134722576,4231.068907778061,,0.8814290604625935,0.75,0.9908854166666669,0.030233191803516,0.8,0.9907407407407408,0.6970737530133887,1936.153766,4231.068907778061,1f09dabebfd3832e,0.8587857974740778,1.0,0.6970737530133887,1.0,FAST,True,0.8920395639120817
P3_HYBRID_QKD,main_pipeline,focused,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,1930.655851,1968.4746304,1510.655851,1548.4746304,519.0916439452253,4152.7331515618025,0.0,0.8830583547843085,0.75,0.994429976851852,0.0453141051932273,0.8,0.9716312056737588,0.7000734665461884,1930.655851,4152.7331515618025,1f09dabebfd3832e,1.0,0.7460981380172184,0.7000734665461884,0.6666666666666666,FAST,True,0.8692269742580625
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,1947.075315,2074.3053738,1527.075315,1654.3053738,490.3176516058719,3922.541212846975,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1947.075315,3922.541212846975,1f09dabebfd3832e,0.5782653033626146,0.0,0.6619992061004064,0.6666666666666666,FAST,True,0.4842458374594787
P4_HYBRID_QKD_LINDBLAD,main_pipeline,focused,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,1969.58901,2034.7305708,1549.58901,1614.7305708,501.47687830028167,4011.815026402253,0.0,0.8808829749407642,0.75,0.977611400462963,0.0394845917860586,0.8,0.9551282051282052,0.6950157824182576,1969.58901,4011.815026402253,1f09dabebfd3832e,0.0,0.2893542946775601,0.6950157824182576,0.6666666666666666,FAST,True,0.2273724371773378
P1_PQC_MLDSA,main_pipeline,focused,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1936.153766,1973.7778151,1516.153766,1553.7778151,528.8836134722576,4231.068907778061,,0.8814290604625935,0.75,0.9908854166666669,0.030233191803516,0.8,0.9907407407407408,0.6970737530133887,1936.153766,4231.068907778061,1f09dabebfd3832e,0.8587857974740778,1.0,0.6970737530133887,1.0,BALANCED,True,0.8516115527969093
P3_HYBRID_QKD,main_pipeline,focused,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,1930.655851,1968.4746304,1510.655851,1548.4746304,519.0916439452253,4152.7331515618025,0.0,0.8830583547843085,0.75,0.994429976851852,0.0453141051932273,0.8,0.9716312056737588,0.7000734665461884,1930.655851,4152.7331515618025,1f09dabebfd3832e,1.0,0.7460981380172184,0.7000734665461884,0.6666666666666666,BALANCED,True,0.790273767327082
