pipeline_id,source_group,sweep_id,msg_len_bytes,network_delay_ms,packet_loss_pct,cpu_stress_level,N_RAW,P_NOISE,QBER_MAX,SAMPLE_FRAC,LINDBLAD_STEPS,LINDBLAD_TAU,LINDBLAD_GAMMA,success_rate,effective_total_ms_p50,effective_total_ms_p95,wall_clock_total_ms_p50,wall_clock_total_ms_p95,throughput_bytes_per_sec_p50,throughput_bits_per_sec_p50,qber_p50,entropy_score,randomness_score,avalanche_score,leakage_score,attack_score,robustness_score,security_score,latency_ms,throughput_bps,condition_group_id,split,decision_profile,feature_security_priority,feature_latency_priority,feature_throughput_priority,feature_robustness_priority,qkd_headroom,qkd_noise_ratio,qkd_raw_cost_log2,qkd_risk_proxy,lindblad_on,lindblad_intensity,network_stress,payload_pressure_log2,system_stress,is_qkd_pipeline,is_lindblad_pipeline
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,0.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1505.253931,1531.1530744,1505.253931,1531.1530744,85.03548628168306,680.2838902534645,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1505.253931,680.2838902534645,76981e84664fd497,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,20.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,0.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,1713.310397,2107.7736803,1713.310397,2107.7736803,59.4905305144002,475.9242441152016,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1713.310397,475.9242441152016,e35798b7d3ec8d5e,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,20.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,0.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,1713.310397,2107.7736803,1713.310397,2107.7736803,59.4905305144002,475.9242441152016,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1713.310397,475.9242441152016,e35798b7d3ec8d5e,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,20.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,0.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,1713.310397,2107.7736803,1713.310397,2107.7736803,59.4905305144002,475.9242441152016,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1713.310397,475.9242441152016,e35798b7d3ec8d5e,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,20.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1714.297365,1732.2029828999998,1504.297365,1522.2029828999998,74.66615921678209,597.3292737342567,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1714.297365,597.3292737342567,55d33a568df973a5,test,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,30.0,7.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1714.297365,1732.2029828999998,1504.297365,1522.2029828999998,74.66615921678209,597.3292737342567,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1714.297365,597.3292737342567,55d33a568df973a5,test,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,30.0,7.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1714.297365,1732.2029828999998,1504.297365,1522.2029828999998,74.66615921678209,597.3292737342567,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1714.297365,597.3292737342567,55d33a568df973a5,test,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,30.0,7.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2053.649661,2255.1263169,1843.649661,2045.1263169,62.32806034582935,498.6244827666348,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2053.649661,498.6244827666348,e671302a7c25283b,test,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,30.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2053.649661,2255.1263169,1843.649661,2045.1263169,62.32806034582935,498.6244827666348,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2053.649661,498.6244827666348,e671302a7c25283b,test,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,30.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2053.649661,2255.1263169,1843.649661,2045.1263169,62.32806034582935,498.6244827666348,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2053.649661,498.6244827666348,e671302a7c25283b,test,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,30.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1836.592119,1846.5126696,1626.592119,1636.5126696,69.69429884611195,557.5543907688956,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1836.592119,557.5543907688956,9b4b726b701fb255,val,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,50.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1836.592119,1846.5126696,1626.592119,1636.5126696,69.69429884611195,557.5543907688956,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1836.592119,557.5543907688956,9b4b726b701fb255,val,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,50.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1836.592119,1846.5126696,1626.592119,1636.5126696,69.69429884611195,557.5543907688956,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1836.592119,557.5543907688956,9b4b726b701fb255,val,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,50.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1877.314626,1924.2884376,1667.314626,1714.2884376,68.18249760975336,545.4599808780268,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1877.314626,545.4599808780268,972027f25bdd3af1,val,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,50.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1877.314626,1924.2884376,1667.314626,1714.2884376,68.18249760975336,545.4599808780268,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1877.314626,545.4599808780268,972027f25bdd3af1,val,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,50.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,30.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1877.314626,1924.2884376,1667.314626,1714.2884376,68.18249760975336,545.4599808780268,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1877.314626,545.4599808780268,972027f25bdd3af1,val,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,50.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2073.059198,2696.007302,1653.059198,2276.007302,61.74449823887759,493.9559859110207,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2073.059198,493.9559859110207,2a9c7e375c3b1e5a,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,60.0,7.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2073.059198,2696.007302,1653.059198,2276.007302,61.74449823887759,493.9559859110207,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2073.059198,493.9559859110207,2a9c7e375c3b1e5a,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,60.0,7.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2073.059198,2696.007302,1653.059198,2276.007302,61.74449823887759,493.9559859110207,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2073.059198,493.9559859110207,2a9c7e375c3b1e5a,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,60.0,7.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2412.427919,2666.1489791,1992.427919,2246.1489791,53.05858011005717,424.4686408804573,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2412.427919,424.4686408804573,dbadef5249ff0ea5,val,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,60.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2412.427919,2666.1489791,1992.427919,2246.1489791,53.05858011005717,424.4686408804573,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2412.427919,424.4686408804573,dbadef5249ff0ea5,val,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,60.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2412.427919,2666.1489791,1992.427919,2246.1489791,53.05858011005717,424.4686408804573,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2412.427919,424.4686408804573,dbadef5249ff0ea5,val,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,60.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1912.743578,2047.6364816,1492.743578,1627.6364816,66.91958162726608,535.3566530181287,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1912.743578,535.3566530181287,fb0d4ab87127402d,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,80.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1912.743578,2047.6364816,1492.743578,1627.6364816,66.91958162726608,535.3566530181287,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1912.743578,535.3566530181287,fb0d4ab87127402d,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,80.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1912.743578,2047.6364816,1492.743578,1627.6364816,66.91958162726608,535.3566530181287,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1912.743578,535.3566530181287,fb0d4ab87127402d,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,80.0,7.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2409.105011,2409.9902834,1989.105011,1989.9902834,53.1317644583987,425.0541156671896,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2409.105011,425.0541156671896,5ef9d77c6d7eeba2,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,80.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2409.105011,2409.9902834,1989.105011,1989.9902834,53.1317644583987,425.0541156671896,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2409.105011,425.0541156671896,5ef9d77c6d7eeba2,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,80.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,128,60.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,2409.105011,2409.9902834,1989.105011,1989.9902834,53.1317644583987,425.0541156671896,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,2409.105011,425.0541156671896,5ef9d77c6d7eeba2,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,80.0,7.0,2.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.005,0.15,1.0,1489.167615,1492.716378,1489.167615,1492.716378,687.6324664097668,5501.059731278135,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1489.167615,5501.059731278135,99375ddba7c1857a,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.005,0.15,1.0,1489.167615,1492.716378,1489.167615,1492.716378,687.6324664097668,5501.059731278135,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1489.167615,5501.059731278135,99375ddba7c1857a,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.005,0.15,1.0,1489.167615,1492.716378,1489.167615,1492.716378,687.6324664097668,5501.059731278135,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1489.167615,5501.059731278135,99375ddba7c1857a,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1527.474627,1565.4704598,1527.474627,1565.4704598,670.3875677536869,5363.100542029495,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1527.474627,5363.100542029495,6f6c8b45ec93f476,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1527.474627,1565.4704598,1527.474627,1565.4704598,670.3875677536869,5363.100542029495,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1527.474627,5363.100542029495,6f6c8b45ec93f476,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1527.474627,1565.4704598,1527.474627,1565.4704598,670.3875677536869,5363.100542029495,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1527.474627,5363.100542029495,6f6c8b45ec93f476,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.005,0.15,1.0,1575.837814,1584.709006,1575.837814,1584.709006,649.8130650899585,5198.504520719668,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1575.837814,5198.504520719668,2432916861329049,val,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,1,0.003,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.005,0.15,1.0,1575.837814,1584.709006,1575.837814,1584.709006,649.8130650899585,5198.504520719668,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1575.837814,5198.504520719668,2432916861329049,val,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,1,0.003,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.005,0.15,1.0,1575.837814,1584.709006,1575.837814,1584.709006,649.8130650899585,5198.504520719668,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1575.837814,5198.504520719668,2432916861329049,val,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,1,0.003,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.01,0.15,1.0,1604.874098,1679.5681832,1604.874098,1679.5681832,638.0562819701013,5104.45025576081,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1604.874098,5104.45025576081,919847161c2ccca6,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,1,0.006,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.01,0.15,1.0,1604.874098,1679.5681832,1604.874098,1679.5681832,638.0562819701013,5104.45025576081,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1604.874098,5104.45025576081,919847161c2ccca6,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,1,0.006,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.01,0.15,1.0,1604.874098,1679.5681832,1604.874098,1679.5681832,638.0562819701013,5104.45025576081,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1604.874098,5104.45025576081,919847161c2ccca6,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,1,0.006,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.005,0.15,1.0,1635.193993,1657.2447859,1635.193993,1657.2447859,626.2253924510351,5009.803139608281,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1635.193993,5009.803139608281,033a15b88c5626ec,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,1,0.006,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.005,0.15,1.0,1635.193993,1657.2447859,1635.193993,1657.2447859,626.2253924510351,5009.803139608281,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1635.193993,5009.803139608281,033a15b88c5626ec,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,1,0.006,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.005,0.15,1.0,1635.193993,1657.2447859,1635.193993,1657.2447859,626.2253924510351,5009.803139608281,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1635.193993,5009.803139608281,033a15b88c5626ec,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,1,0.006,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.01,0.15,1.0,1490.407613,1608.2989901,1490.407613,1608.2989901,687.0603659483589,5496.482927586872,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1490.407613,5496.482927586872,0b4f707926e27c34,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,1,0.012,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.01,0.15,1.0,1490.407613,1608.2989901,1490.407613,1608.2989901,687.0603659483589,5496.482927586872,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1490.407613,5496.482927586872,0b4f707926e27c34,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,1,0.012,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.01,0.15,1.0,1490.407613,1608.2989901,1490.407613,1608.2989901,687.0603659483589,5496.482927586872,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1490.407613,5496.482927586872,0b4f707926e27c34,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,1,0.012,0.0,10.0,0.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1631.405739,1673.6350413,1631.405739,1673.6350413,627.6795376652773,5021.436301322218,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1631.405739,5021.436301322218,27ce4cae70d4f3ac,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1631.405739,1673.6350413,1631.405739,1673.6350413,627.6795376652773,5021.436301322218,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1631.405739,5021.436301322218,27ce4cae70d4f3ac,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1631.405739,1673.6350413,1631.405739,1673.6350413,627.6795376652773,5021.436301322218,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1631.405739,5021.436301322218,27ce4cae70d4f3ac,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,0.0,10.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1656.030951,1683.3864744,1656.030951,1683.3864744,618.3459309028337,4946.76744722267,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1656.030951,4946.76744722267,2f37dfb7fb10e09a,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,20.0,10.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1656.030951,1683.3864744,1656.030951,1683.3864744,618.3459309028337,4946.76744722267,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1656.030951,4946.76744722267,2f37dfb7fb10e09a,train,BALANCED,0.65,0.65,0.5,0.8,0.08,0.0,10.0,0.0,0,0.0,20.0,10.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1656.030951,1683.3864744,1656.030951,1683.3864744,618.3459309028337,4946.76744722267,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1656.030951,4946.76744722267,2f37dfb7fb10e09a,train,SECURE,1.0,0.2,0.2,1.0,0.08,0.0,10.0,0.0,0,0.0,20.0,10.0,1.0,0,1
P2_PQC_MLDSA_LINDBLAD,main_pipeline,focused,1024,0.0,1.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1932.903114,1997.4079887,1932.903114,1997.4079887,529.7730613516928,4238.184490813543,,0.8866010676312208,0.5,0.994285300925926,0.0350957609189677,0.8,0.983739837398374,0.6619992061004064,1932.903114,4238.184490813543,9940ad1e4317e73e,train,FAST,0.2,1.0,0.7,0.7,0.08,0.0,10.0,0.0,0,0.0,20.0,10.0,2.0,0,1
