condition_group_id,decision_profile,composition_id,primary_pipeline_id,composition_reward,best_alias_pipeline_id,msg_len_bytes,network_delay_ms,packet_loss_pct,cpu_stress_level,N_RAW,P_NOISE,QBER_MAX,SAMPLE_FRAC,LINDBLAD_STEPS,LINDBLAD_TAU,LINDBLAD_GAMMA,success_rate,security_score
0b4f707926e27c34,SECURE,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,0.7606527329256791,A5_HYBRID_QKD_LINDBLAD,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.01,0.15,1.0,0.7372567479448764
1153cde19827680f,BALANCED,COMP_5088abcfdffc,P1_PQC_MLDSA,0.7828745131149111,P1_PQC_MLDSA,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1153cde19827680f,BALANCED,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.7152763811800029,B2_MINIMAL_PQC,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1153cde19827680f,BALANCED,COMP_886f1301e178,P3_HYBRID_QKD,0.8950257132911659,P3_HYBRID_QKD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7000734665461884
1153cde19827680f,BALANCED,COMP_ae859146ecc4,P2_PQC_MLDSA_LINDBLAD,0.7976797968788156,P2_PQC_MLDSA_LINDBLAD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6619992061004064
1153cde19827680f,BALANCED,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,0.37658885717972346,P4_HYBRID_QKD_LINDBLAD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,0.6950157824182576
1153cde19827680f,BALANCED,COMP_bf4950b52252,B1_CLASSICAL,0.7785739359703194,B1_CLASSICAL,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7359767942505342
1153cde19827680f,FAST,COMP_5088abcfdffc,P1_PQC_MLDSA,0.784450661141852,P1_PQC_MLDSA,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1153cde19827680f,FAST,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.6524091748387857,B2_MINIMAL_PQC,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1153cde19827680f,FAST,COMP_886f1301e178,P3_HYBRID_QKD,0.9700073466546189,P3_HYBRID_QKD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7000734665461884
1153cde19827680f,FAST,COMP_ae859146ecc4,P2_PQC_MLDSA_LINDBLAD,0.8261711371647612,P2_PQC_MLDSA_LINDBLAD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6619992061004064
1153cde19827680f,FAST,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,0.16950157824182577,P4_HYBRID_QKD_LINDBLAD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,0.6950157824182576
1153cde19827680f,FAST,COMP_bf4950b52252,B1_CLASSICAL,0.7583940231338929,B1_CLASSICAL,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7359767942505342
1153cde19827680f,SECURE,COMP_5088abcfdffc,P1_PQC_MLDSA,0.781210484994775,P1_PQC_MLDSA,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1153cde19827680f,SECURE,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.777509788896704,B2_MINIMAL_PQC,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1153cde19827680f,SECURE,COMP_886f1301e178,P3_HYBRID_QKD,0.8200440799277131,P3_HYBRID_QKD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7000734665461884
1153cde19827680f,SECURE,COMP_ae859146ecc4,P2_PQC_MLDSA_LINDBLAD,0.7691928819081351,P2_PQC_MLDSA_LINDBLAD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6619992061004064
1153cde19827680f,SECURE,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,-9.41632386388238,P4_HYBRID_QKD_LINDBLAD,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,0.6950157824182576
1153cde19827680f,SECURE,COMP_bf4950b52252,B1_CLASSICAL,0.7985800958778647,B1_CLASSICAL,4096,30.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7359767942505342
1483df6d73980ab4,BALANCED,COMP_5088abcfdffc,P1_PQC_MLDSA,0.4483228083386397,P1_PQC_MLDSA,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1483df6d73980ab4,BALANCED,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.8481688725578937,B2_MINIMAL_PQC,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1483df6d73980ab4,BALANCED,COMP_886f1301e178,P3_HYBRID_QKD,0.4450257132911659,P3_HYBRID_QKD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7000734665461884
1483df6d73980ab4,BALANCED,COMP_ae859146ecc4,P2_PQC_MLDSA_LINDBLAD,0.8816997221351421,P2_PQC_MLDSA_LINDBLAD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6619992061004064
1483df6d73980ab4,BALANCED,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,0.8332205149204004,P4_HYBRID_QKD_LINDBLAD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6950157824182576
1483df6d73980ab4,BALANCED,COMP_bf4950b52252,B1_CLASSICAL,0.8629362693498901,B1_CLASSICAL,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7359767942505342
1483df6d73980ab4,FAST,COMP_5088abcfdffc,P1_PQC_MLDSA,0.2270341271026708,P1_PQC_MLDSA,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1483df6d73980ab4,FAST,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.8755614413826958,B2_MINIMAL_PQC,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1483df6d73980ab4,FAST,COMP_886f1301e178,P3_HYBRID_QKD,0.22000734665461885,P3_HYBRID_QKD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7000734665461884
1483df6d73980ab4,FAST,COMP_ae859146ecc4,P2_PQC_MLDSA_LINDBLAD,0.9661999206100407,P2_PQC_MLDSA_LINDBLAD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6619992061004064
1483df6d73980ab4,FAST,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,0.8704828135040603,P4_HYBRID_QKD_LINDBLAD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6950157824182576
1483df6d73980ab4,FAST,COMP_bf4950b52252,B1_CLASSICAL,0.899976929476729,B1_CLASSICAL,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7359767942505342
1483df6d73980ab4,SECURE,COMP_5088abcfdffc,P1_PQC_MLDSA,0.6696932500693511,P1_PQC_MLDSA,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1483df6d73980ab4,SECURE,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.8218072860226675,B2_MINIMAL_PQC,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1483df6d73980ab4,SECURE,COMP_886f1301e178,P3_HYBRID_QKD,0.670044079927713,P3_HYBRID_QKD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7000734665461884
1483df6d73980ab4,SECURE,COMP_ae859146ecc4,P2_PQC_MLDSA_LINDBLAD,0.7971995236602438,P2_PQC_MLDSA_LINDBLAD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6619992061004064
1483df6d73980ab4,SECURE,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,0.7969977998089579,P4_HYBRID_QKD_LINDBLAD,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6950157824182576
1483df6d73980ab4,SECURE,COMP_bf4950b52252,B1_CLASSICAL,0.8267008736710549,B1_CLASSICAL,1024,60.0,0.0,1,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7359767942505342
1f09dabebfd3832e,BALANCED,COMP_5088abcfdffc,P1_PQC_MLDSA,0.8767326485304459,P1_PQC_MLDSA,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1f09dabebfd3832e,BALANCED,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.6117640979645016,B2_MINIMAL_PQC,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1f09dabebfd3832e,BALANCED,COMP_886f1301e178,P3_HYBRID_QKD,0.790273767327082,P3_HYBRID_QKD,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,0.7000734665461884
1f09dabebfd3832e,BALANCED,COMP_ae859146ecc4,P2_PQC_MLDSA_LINDBLAD,0.6135365286284687,P2_PQC_MLDSA_LINDBLAD,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,0.6619992061004064
1f09dabebfd3832e,BALANCED,COMP_b1ff25c404c3,P4_HYBRID_QKD_LINDBLAD,0.5978855509265959,P4_HYBRID_QKD_LINDBLAD,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,0.6950157824182576
1f09dabebfd3832e,BALANCED,COMP_bf4950b52252,B1_CLASSICAL,0.5160677635655405,B1_CLASSICAL,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7359767942505342
1f09dabebfd3832e,FAST,COMP_5088abcfdffc,P1_PQC_MLDSA,0.9380949060902318,P1_PQC_MLDSA,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.6970737530133887
1f09dabebfd3832e,FAST,COMP_792d5d7e32bd,B2_MINIMAL_PQC,0.46557621214612865,B2_MINIMAL_PQC,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,0.7360365417311094
1f09dabebfd3832e,FAST,COMP_886f1301e178,P3_HYBRID_QKD,0.8692269742580625,P3_HYBRID_QKD,1024,60.0,1.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,0.6666666666666666,0.7000734665461884
