pipeline_id,source_group,sweep_id,msg_len_bytes,network_delay_ms,packet_loss_pct,cpu_stress_level,N_RAW,P_NOISE,QBER_MAX,SAMPLE_FRAC,LINDBLAD_STEPS,LINDBLAD_TAU,LINDBLAD_GAMMA,success_rate,effective_total_ms_p50,effective_total_ms_p95,wall_clock_total_ms_p50,wall_clock_total_ms_p95,throughput_bytes_per_sec_p50,throughput_bits_per_sec_p50,qber_p50,entropy_score,randomness_score,avalanche_score,leakage_score,attack_score,robustness_score,security_score,latency_ms,throughput_bps,condition_group_id
A4_HYBRID_QKD_AUTH,ablation_variant,focused,1024,0.0,0.0,0,4096,0.02,0.06,0.1,0,0.01,0.15,1.0,1549.291018,1622.536996,1549.291018,1622.536996,660.9474837864193,5287.579870291354,0.0146341463414634,0.8818149834759933,0.75,0.9956385772792022,0.0297302685930743,1.0,0.9743589743589745,0.7369635348974424,1549.291018,5287.579870291354,c18f06d8698d4785
A4_HYBRID_QKD_AUTH,ablation_variant,focused,1024,0.0,0.0,0,4096,0.02,0.08,0.1,0,0.01,0.15,1.0,1530.212893,1573.7202205,1530.212893,1573.7202205,669.1879310939775,5353.50344875182,0.025,0.8818149834759933,0.75,0.9956385772792022,0.0297302685930743,1.0,0.9743589743589745,0.7369635348974424,1530.212893,5353.50344875182,6fb3a6e5b90ba5b6
A4_HYBRID_QKD_AUTH,ablation_variant,focused,1024,0.0,0.0,0,4096,0.04,0.06,0.1,0,0.01,0.15,1.0,1592.395367,1601.1091049,1592.395367,1601.1091049,643.0563798544385,5144.451038835508,0.0380952380952381,0.8818149834759933,0.75,0.9956385772792022,0.0297302685930743,1.0,0.9743589743589745,0.7369635348974424,1592.395367,5144.451038835508,4e30fff09dc57e1a
A4_HYBRID_QKD_AUTH,ablation_variant,focused,1024,0.0,0.0,0,4096,0.04,0.08,0.1,0,0.01,0.15,1.0,1671.412248,1732.3910604,1671.412248,1732.3910604,612.6555559379866,4901.244447503893,0.0384615384615384,0.8818149834759933,0.75,0.9956385772792022,0.0297302685930743,1.0,0.9743589743589745,0.7369635348974424,1671.412248,4901.244447503893,faca7fc347983534
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,128,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1749.49476,1751.531208,1749.49476,1751.531208,73.16398021106392,585.3118416885113,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1749.49476,585.3118416885113,a31cc1c3f8f01e7d
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.06,0.1,0,0.01,0.15,1.0,1605.652313,1759.6940189000002,1605.652313,1759.6940189000002,637.7470338436837,5101.976270749469,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1605.652313,5101.976270749469,07d8fd65ce198650
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.005,0.15,1.0,1570.584508,1615.1653267,1570.584508,1615.1653267,651.9865660103659,5215.892528082927,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1570.584508,5215.892528082927,99375ddba7c1857a
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,0,0.01,0.15,1.0,1581.671686,1602.8950513,1581.671686,1602.8950513,647.4162805491354,5179.330244393083,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1581.671686,5179.330244393083,6f6c8b45ec93f476
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.005,0.15,1.0,1582.823815,1593.7964296,1582.823815,1593.7964296,646.9450296968143,5175.560237574515,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1582.823815,5175.560237574515,2432916861329049
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,4,0.01,0.15,1.0,1678.133861,1818.8652149,1678.133861,1818.8652149,610.2016196668592,4881.6129573348735,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1678.133861,4881.6129573348735,919847161c2ccca6
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.005,0.15,1.0,1656.156861,1716.4053747,1656.156861,1716.4053747,618.298920901551,4946.391367212408,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1656.156861,4946.391367212408,033a15b88c5626ec
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.0,0.08,0.1,8,0.01,0.15,1.0,1552.1092,1565.871856,1552.1092,1565.871856,659.7473940622219,5277.979152497775,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1552.1092,5277.979152497775,0b4f707926e27c34
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.02,0.06,0.1,0,0.01,0.15,1.0,1617.051876,1681.4134716,1617.051876,1681.4134716,633.2511746827843,5066.009397462274,0.0196078431372549,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1617.051876,5066.009397462274,b0f6d1cb044c1bda
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.02,0.08,0.1,0,0.01,0.15,1.0,1695.022007,1703.0227928,1695.022007,1703.0227928,604.1219499045714,4832.975599236571,0.0196078431372549,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1695.022007,4832.975599236571,90300ca6639ff1a4
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.04,0.06,0.1,0,0.01,0.15,0.6666666666666666,1651.518554,1671.0957715999998,1651.518554,1671.0957715999998,611.9749813296532,4895.799850637226,0.0555555555555555,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1651.518554,4895.799850637226,424163238a693cc9
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,1024,0.04,0.08,0.1,0,0.01,0.15,1.0,1553.45951,1581.6828503,1553.45951,1581.6828503,659.1739233679801,5273.391386943841,0.0196078431372549,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1553.45951,5273.391386943841,379100535d12afec
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,4096,0.0,0.06,0.1,0,0.01,0.15,1.0,1677.429645,1728.9877767,1677.429645,1728.9877767,610.4577935964641,4883.6623487717125,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1677.429645,4883.6623487717125,f38641f35f26e923
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,4096,0.0,0.08,0.1,0,0.01,0.15,1.0,1534.374194,1537.7519822,1534.374194,1537.7519822,667.3730593255793,5338.984474604635,0.0,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1534.374194,5338.984474604635,00cb862b5aa5bb7a
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,4096,0.02,0.06,0.1,0,0.01,0.15,1.0,1521.467037,1554.0992991,1521.467037,1554.0992991,673.0346271708283,5384.277017366627,0.0284360189573459,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1521.467037,5384.277017366627,c18f06d8698d4785
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,4096,0.02,0.08,0.1,0,0.01,0.15,1.0,1539.929076,1552.0687773,1539.929076,1552.0687773,664.9656896276437,5319.725517021149,0.0193236714975845,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1539.929076,5319.725517021149,6fb3a6e5b90ba5b6
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,4096,0.04,0.06,0.1,0,0.01,0.15,1.0,1574.0611,1582.3572172,1574.0611,1582.3572172,650.5465385047632,5204.372308038106,0.0377358490566037,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1574.0611,5204.372308038106,4e30fff09dc57e1a
A5_HYBRID_QKD_LINDBLAD,ablation_variant,focused,1024,0.0,0.0,0,4096,0.04,0.08,0.1,0,0.01,0.15,1.0,1690.762287,1710.8261337,1690.762287,1710.8261337,605.6439795667147,4845.151836533718,0.044776119402985,0.8781876602240758,0.75,0.975,0.0457792062338308,1.0,0.9814814814814816,0.7365268303768591,1690.762287,4845.151836533718,faca7fc347983534
